Dispute no,Creation Date,Assigned User,Invoice Amount,Trx Type,Dispute Status,Dispute Amount,Reason Code,Requester,Days Pending,Inv Creation Date,Notified Date,Approval Date,Credit Memo Creation Date,Credit Memo Amount,New Invoice Amount,Country,Customer Number,Activity Status,Activity Result,Updated Activity Result,Recipient Team - Broad Level
13.2188568985677-D,02-12-2020,?CLOU344@.com,42151.64,S/Paa1-TT,COMPLETE,-0.01,14-Rebill,ANDRE32@.com,0.8,29-11-2020,17-12-2020,18-12-2020,15-12-2020,-42151.64,,DE,14.0631887665754-C,COMPLETE,COMPLETE,Approved,CSDM
13.2188571120617-D,02-12-2020,?IREC343@.com,16608.6,Invoi1-TT,COMPLETE,-1473.32,2-Rebill,DOINI97@.com,0.01,26-11-2020,07-12-2020,07-12-2020,04-12-2020,-16608.6,18081.93,CH,14.1130289933064-C,COMPLETE,COMPLETE,Approved,OKS
13.2188573255557-D,02-12-2020,?IREC357@.com,41222.74,Proje1-TT,COMPLETE,-0.01,15-Rebill,LUCIA170@.com,14.58,18-11-2020,06-12-2020,20-12-2020,04-12-2020,-41222.74,,FR,14.2439768245813-C,COMPLETE,COMPLETE,Approved,Project Accounting
13.2188575390497-D,02-12-2020,?SUMA363@.com,846754.44,Invoi1-TT,CANCELLED,-0.01,11-Rebill,SUJAT303@.com,0.68,16-10-2020,02-12-2020,02-12-2020,,,,IN,14.030396245028-C,COMPLETE,#FORCE,Rejected,Collections
13.2188577525436-D,02-12-2020,?IREC358@.com,137365.5,Proje1-TT,COMPLETE,-672,21-Rebill,LUCIA170@.com,0.95,23-11-2020,08-12-2020,08-12-2020,04-12-2020,-137365.5,,FR,14.0643538995173-C,COMPLETE,,Approved,Cash Apps
13.2188579660375-D,02-12-2020,?ELEN345@.com,14435.93,Invoi1-TT,NOT_APPROVED,-0.01,3-Rebill,LUCIA170@.com,1.09,25-02-2020,02-12-2020,03-12-2020,,,,FR,14.1652183522483-C,COMPLETE,REJECTED,Rejected,Collections
13.2188581795313-D,02-12-2020,MIGUE200@.com,263.61,S/Paa1-TT,NOT_APPROVED,-263.61,1-Rebill,CARLO61@.com,0.89,04-10-2020,02-12-2020,03-12-2020,,,,PT,14.5089774824551-C,COMPLETE,REJECTED,Rejected,Collections
13.218858393025-D,02-12-2020,?IREC348@.com,47522.8,S/Paa1-TT,COMPLETE,-47522.8,8-Credit,AYESH50@.com,2.83,01-09-2019,04-12-2020,07-12-2020,03-12-2020,-47522.8,,US,14.4031455464093-C,COMPLETE,COMPLETE,Approved,AR
13.2188586065187-D,02-12-2020,?ELEN345@.com,2554.2,Syste1-TT,NOT_APPROVED,-2554.2,22-Credit,LUCIA170@.com,1.05,12-08-2020,02-12-2020,03-12-2020,,,,FR,14.0655077252522-C,COMPLETE,REJECTED,Rejected,Collections
13.2188588200124-D,02-12-2020,?IREC343@.com,18552.11,Invoi1-TT,COMPLETE,-18552.11,9-Credit,GABRI116@.com,4.83,08-06-2020,04-12-2020,09-12-2020,07-12-2020,-18552.11,,GB,14.0827375176427-C,COMPLETE,COMPLETE,Approved,OKS
13.218859033506-D,02-12-2020,?OKSA350@.com,1649.36,Invoi1-TT,COMPLETE,-1649.36,9-Credit,ABDUL2@.com,3.82,07-10-2020,04-12-2020,08-12-2020,05-12-2020,-1649.36,,US,14.42513017999-C,COMPLETE,COMPLETE,Approved,OKS
13.2188592469995-D,02-12-2020,?OKSA350@.com,1406.77,Invoi1-TT,COMPLETE,-0.01,11-Rebill,ABDUL2@.com,3.96,27-05-2020,18-12-2020,22-12-2020,16-12-2020,-1406.77,,US,14.4916420122348-C,COMPLETE,COMPLETE,Approved,OKS
13.218859460493-D,02-12-2020,?IREC356@.com,5350.9,Invoi1-TT,COMPLETE,-0.03,23-Rebill,MIHAE203@.com,1.18,19-11-2020,15-12-2020,16-12-2020,08-12-2020,-5350.9,,GB,14.0833625532761-C,COMPLETE,COMPLETE,Approved,AR
13.2188596739864-D,02-12-2020,?IREC348@.com,7519.33,Invoi1-TT,COMPLETE,-726.51,7-Credit,PRIYA245@.com,1.77,25-09-2020,02-12-2020,04-12-2020,04-12-2020,-726.51,,US,11.7564045524596-C,COMPLETE,APPROVED,Approved,AR
13.2188598874798-D,02-12-2020,?IREC348@.com,7519.33,Invoi1-TT,COMPLETE,-1089.76,7-Credit,PRIYA245@.com,0.8,25-09-2020,03-12-2020,04-12-2020,04-12-2020,-1089.76,,US,11.7564045524596-C,COMPLETE,APPROVED,Approved,AR
13.2188601009731-D,02-12-2020,?IREC348@.com,161.71,Invoi1-TT,COMPLETE,-23.44,7-Credit,PRIYA245@.com,1.81,25-09-2020,02-12-2020,04-12-2020,04-12-2020,-23.44,,US,11.7564045524596-C,COMPLETE,APPROVED,Approved,AR
13.2188603144664-D,02-12-2020,?IREC351@.com,2690.06,Invoi1-TT,COMPLETE,-0.01,24-Rebill,GABRI117@.com,3.91,18-11-2020,11-12-2020,15-12-2020,11-12-2020,-2690.06,,CR,14.4677526045872-C,COMPLETE,COMPLETE,Approved,OKS
13.2188605279596-D,02-12-2020,BUSBR59@.com,16375.87,Lic C1-TT,NOT_APPROVED,-16375.87,25-Rebill,BUSBR59@.com,0.11,09-04-2018,02-12-2020,02-12-2020,,,,DE,14.2176341427581-C,COMPLETE,REJECTED,Rejected,Collections
13.2188607414528-D,02-12-2020,?IREC343@.com,87377.57,Invoi1-TT,COMPLETE,-0.01,4-Rebill,ROZAL275@.com,1.08,27-11-2020,08-12-2020,09-12-2020,07-12-2020,-87377.57,87377.82,TR,13.0407346246059-C,COMPLETE,COMPLETE,Approved,OKS
13.2188609549459-D,02-12-2020,?IREC342@.com,73749.9,Sup C1-TT,COMPLETE,-0.01,4-Rebill,ROZAL275@.com,0,25-11-2020,07-12-2020,07-12-2020,07-12-2020,-73749.9,,TR,13.0407346246059-C,COMPLETE,COMPLETE,Approved,Project Accounting
13.218861168439-D,02-12-2020,?IREC351@.com,8344.04,Inv O1-TT,COMPLETE,-0.01,4-Rebill,FELIP113@.com,1.94,05-11-2020,07-12-2020,09-12-2020,07-12-2020,-8344.04,,BR,14.2319544549678-C,COMPLETE,COMPLETE,Approved,OKS
13.218861381932-D,02-12-2020,BREND58@.com,10793962,Syste1-TT,NOT_APPROVED,-1,4-Rebill,BREND58@.com,0.01,23-11-2020,02-12-2020,02-12-2020,,,,CL,14.5115932950574-C,COMPLETE,REJECTED,Rejected,Collections
13.218861595425-D,02-12-2020,?OM-C341@.com,5024694,B-S/P1-TT,PENDING_APPROVAL,-0.01,25-Rebill,CARLO60@.com,16.34,11-11-2020,12-12-2020,,,,,CO,14.4553744348317-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2188618089179-D,02-12-2020,?OM-C341@.com,5024694,B-S/P1-TT,PENDING_APPROVAL,-0.01,25-Rebill,CARLO60@.com,16.34,11-11-2020,12-12-2020,,,,,CO,14.4553744348317-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2188620224107-D,02-12-2020,?OM-C341@.com,1674898,B-S/P1-TT,PENDING_APPROVAL,-0.01,25-Rebill,CARLO60@.com,16.34,11-11-2020,12-12-2020,,,,,CO,14.4553744348317-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2188622359035-D,02-12-2020,?SAYE364@.com,12851.37,Sup C1-TT,NOT_APPROVED,-12851.37,16-Credit,RAHUL250@.com,1.72,23-10-2020,02-12-2020,04-12-2020,,,,US,10.6590072862473-C,COMPLETE,REJECTED,Rejected,Collections
13.2188624493963-D,02-12-2020,?OM-C341@.com,229775.06,S/Paa1-TT,COMPLETE,-229775.06,26-Credit,GERAR121@.com,21.55,26-05-2020,07-12-2020,,07-12-2020,-229775.06,,MX,14.4631962023459-C,NOTIFIED,,Approved,GOM CMRB
13.218862662889-D,02-12-2020,?OM-C341@.com,229775.06,S/Paa1-TT,COMPLETE,-229775.06,26-Credit,GERAR121@.com,21.55,24-08-2020,07-12-2020,,07-12-2020,-229775.06,,MX,14.4631962023459-C,NOTIFIED,,Approved,GOM CMRB
13.2188628763816-D,02-12-2020,?OM-C341@.com,229775.06,S/Paa1-TT,COMPLETE,-229775.06,26-Credit,GERAR121@.com,21.54,24-11-2020,07-12-2020,,07-12-2020,-229775.06,,MX,14.4631962023459-C,NOTIFIED,,Approved,GOM CMRB
13.2188630898742-D,02-12-2020,?IREC360@.com,92384.01,C-Lic1-TT,COMPLETE,-0.01,4-Rebill,KARLA148@.com,2.86,09-09-2020,04-12-2020,07-12-2020,04-12-2020,-92384.01,,CO,14.017216778434-C,COMPLETE,COMPLETE,Approved,AR
13.2188633033668-D,02-12-2020,?OKSA350@.com,41316.49,Invoi1-TT,COMPLETE,-0.01,4-Rebill,KRITI152@.com,0.96,28-10-2020,22-12-2020,23-12-2020,18-12-2020,-41316.49,41316.49,US,7.86484605275348-C,COMPLETE,COMPLETE,Approved,OKS
13.2188635168593-D,02-12-2020,?IREC351@.com,220160904,B-Inv1-TT,COMPLETE,-0.01,4-Rebill,MONIC212@.com,1.7,11-09-2020,14-12-2020,16-12-2020,14-12-2020,-220160904,,CO,14.4398170567189-C,COMPLETE,COMPLETE,Approved,OKS
13.2188637303517-D,02-12-2020,?IREC348@.com,25416.94,Syste1-TT,COMPLETE,-25416.94,13-Credit,IMAN.128@.com,3.15,16-06-2020,04-12-2020,07-12-2020,04-12-2020,-25412.6,,US,14.4210955100583-C,COMPLETE,COMPLETE,Approved,AR
13.2188639438441-D,02-12-2020,?OM-C341@.com,726523.56,S/Paa1-TT,PENDING_APPROVAL,-0.01,14-Rebill,YOLAN336@.com,16.17,18-06-2020,12-12-2020,,,,,MX,14.0172849842458-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2188641573364-D,02-12-2020,?IREC346@.com,1091376,Syste1-TT,COMPLETE,-1091376,13-Credit,KATY.149@.com,0.2,23-11-2020,06-12-2020,06-12-2020,06-12-2020,-1091376,,JP,14.1031968015505-C,COMPLETE,APPROVED,Approved,AR
13.2188643708287-D,02-12-2020,?IREC352@.com,5170.75,Invoi1-TT,COMPLETE,-0.01,3-Rebill,DHEER90@.com,0,20-11-2020,21-12-2020,21-12-2020,08-12-2020,-5170.75,,IN,14.2586889557472-C,COMPLETE,COMPLETE,Approved,OKS
13.2188645843209-D,02-12-2020,?IREC356@.com,5854.56,Invoi1-TT,COMPLETE,-5854.56,9-Credit,RUTH.276@.com,2.09,25-11-2019,08-12-2020,10-12-2020,10-12-2020,-5854.56,,IL,13.0367135516079-C,COMPLETE,COMPLETE,Approved,AR
13.2188647978131-D,02-12-2020,?OM-C341@.com,11010.33,S/Paa1-TT,COMPLETE,-0.01,14-Rebill,RASHM259@.com,14.83,11-11-2020,14-12-2020,,11-12-2020,-11010.33,,MY,11.7812477315094-C,NOTIFIED,,Approved,GOM CMRB
13.2188650113052-D,02-12-2020,?SANT365@.com,1218590.32,S/Paa1-TT,NOT_APPROVED,-0.01,25-Rebill,DHEER90@.com,1.2,19-07-2020,02-12-2020,04-12-2020,,,,IN,14.3890937283752-C,COMPLETE,REJECTED,Rejected,Collections
13.2188652247973-D,02-12-2020,?SANT365@.com,1218590.32,S/Paa1-TT,NOT_APPROVED,-0.01,25-Rebill,DHEER90@.com,1.2,09-08-2020,02-12-2020,04-12-2020,,,,IN,14.3890937283752-C,COMPLETE,REJECTED,Rejected,Collections
13.2188654382893-D,02-12-2020,?SANT365@.com,1218590.32,S/Paa1-TT,NOT_APPROVED,-0.01,25-Rebill,DHEER90@.com,1.2,08-09-2020,02-12-2020,04-12-2020,,,,IN,14.3890937283752-C,COMPLETE,REJECTED,Rejected,Collections
13.2188656517813-D,02-12-2020,?SANT365@.com,1218590.32,S/Paa1-TT,NOT_APPROVED,-0.01,25-Rebill,DHEER90@.com,1.2,16-10-2020,02-12-2020,04-12-2020,,,,IN,14.3890937283752-C,COMPLETE,REJECTED,Rejected,Collections
13.2188658652732-D,02-12-2020,?SANT365@.com,1218590.32,S/Paa1-TT,NOT_APPROVED,-0.01,25-Rebill,DHEER90@.com,1.2,08-11-2020,02-12-2020,04-12-2020,,,,IN,14.3890937283752-C,COMPLETE,REJECTED,Rejected,Collections
13.218866078765-D,02-12-2020,?IREC352@.com,108691.94,Invoi1-TT,COMPLETE,-0.01,2-Rebill,RASHM259@.com,5.18,28-10-2020,22-12-2020,28-12-2020,22-12-2020,-108691.94,108691.93,MY,11.7805658785523-C,COMPLETE,COMPLETE,Approved,OKS
13.2188662922568-D,02-12-2020,?IREC356@.com,62362.6,Invoi1-TT,COMPLETE,-0.01,4-Rebill,OANA.229@.com,0.91,23-05-2020,07-12-2020,07-12-2020,07-12-2020,-62362.6,,LV,14.316391719887-C,COMPLETE,COMPLETE,Approved,AR
13.2188665057486-D,02-12-2020,?IREC356@.com,312.55,Invoi1-TT,COMPLETE,-312.55,13-Credit,IULIA131@.com,7.05,28-10-2020,09-12-2020,16-12-2020,16-12-2020,-312.55,,DE,14.4902411789324-C,COMPLETE,COMPLETE,Approved,AR
13.2188667192403-D,02-12-2020,?IREC343@.com,31935.14,Invoi1-TT,COMPLETE,-0.01,25-Rebill,OANA.229@.com,0,16-09-2020,10-12-2020,10-12-2020,09-12-2020,-31935.14,10645.05,LV,14.0741895071284-C,COMPLETE,COMPLETE,Approved,OKS
13.218866932732-D,03-12-2020,?IREC354@.com,23592298.68,Edu C1-TT,COMPLETE,-0.01,25-Rebill,AMIT.25@.com,0.86,17-05-2020,09-12-2020,10-12-2020,09-12-2020,-23592298.68,,ID,11.7768094585519-C,COMPLETE,COMPLETE,Approved,Education
13.2188671462236-D,03-12-2020,?IREC354@.com,212330688.1,Edu C1-TT,COMPLETE,-0.01,25-Rebill,AMIT.25@.com,0.85,15-05-2020,09-12-2020,10-12-2020,09-12-2020,-212330688.1,,ID,11.7768094585519-C,COMPLETE,COMPLETE,Approved,Education
13.2188673597151-D,03-12-2020,?IREC343@.com,341.83,Invoi1-TT,COMPLETE,-0.01,11-Rebill,LUCIA170@.com,0,17-09-2020,10-12-2020,10-12-2020,09-12-2020,-341.83,341.83,FR,14.3303019716509-C,COMPLETE,COMPLETE,Approved,OKS
13.2188675732066-D,03-12-2020,?IREC353@.com,7310669.72,Proje1-TT,PENDING_APPROVAL,-0.01,4-Rebill,AMIT.25@.com,15.99,10-02-2020,13-12-2020,,,,,ID,14.4928426335513-C,NOTIFIED,,Pending Approval,Project Accounting
13.218867786698-D,03-12-2020,?CLOU344@.com,1748.4,S/Paa1-TT,COMPLETE,-1748.4,22-Credit,FANG.112@.com,0.42,01-12-2020,07-12-2020,08-12-2020,07-12-2020,-1748.4,,HK,11.772629431286-C,COMPLETE,COMPLETE,Approved,CSDM
13.2188680001894-D,03-12-2020,?OM-C341@.com,66000,S/Paa1-TT,PENDING_APPROVAL,-66000,13-Credit,LIVIA167@.com,12.29,15-07-2020,16-12-2020,,,,,JP,14.1031812985472-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2188682136808-D,03-12-2020,?IREC352@.com,169055.89,Invoi1-TT,PENDING_APPROVAL,-0.01,3-Rebill,RASHM259@.com,15.19,21-08-2020,13-12-2020,,,,,PH,14.3940966968459-C,NOTIFIED,,Pending Approval,OKS
13.218868427172-D,03-12-2020,?IREC352@.com,333848.23,Invoi1-TT,PENDING_APPROVAL,-0.01,3-Rebill,RASHM259@.com,15.19,13-10-2020,13-12-2020,,,,,PH,14.3940966968459-C,NOTIFIED,,Pending Approval,OKS
13.2188686406633-D,03-12-2020,?CIPR366@.com,789.79,Invoi1-TT,NOT_APPROVED,-0.01,3-Rebill,BOGDA57@.com,0.99,04-07-2019,06-12-2020,07-12-2020,,,,DE,14.3957953448744-C,COMPLETE,REJECTED,Rejected,Collections
13.2188688541544-D,03-12-2020,?IREC356@.com,828,S/Paa1-TT,COMPLETE,-0.01,4-Rebill,LAURA159@.com,0.82,29-04-2020,10-12-2020,10-12-2020,09-12-2020,-828,,AT,14.487906493046-C,COMPLETE,COMPLETE,Approved,AR
13.2188690676456-D,03-12-2020,?IREC362@.com,3978,Edu C1-TT,COMPLETE,-0.01,3-Rebill,LUCIA170@.com,0.77,11-09-2020,08-12-2020,09-12-2020,08-12-2020,-3978,,FR,14.5096566651454-C,COMPLETE,COMPLETE,Approved,Education
13.2188692811366-D,03-12-2020,?CLOU344@.com,426.78,S/Paa1-TT,COMPLETE,-426.78,22-Credit,LUCIA170@.com,2.98,29-11-2020,04-12-2020,07-12-2020,04-12-2020,-426.78,,FR,14.4753358029413-C,COMPLETE,COMPLETE,Approved,CSDM
13.2188694946277-D,03-12-2020,?OM-C367@.com,464758.53,Lic C1-TT,COMPLETE,-0.01,3-Rebill,ALEXA14@.com,1.08,19-11-2020,10-12-2020,11-12-2020,10-12-2020,-464758.53,,DE,14.3564649736248-C,COMPLETE,COMPLETE,Approved,GOM CMRB
13.2188697081186-D,03-12-2020,?CLOU344@.com,28221,S/Paa1-TT,COMPLETE,-28221,16-Credit,NALY.219@.com,0.23,21-10-2020,09-12-2020,09-12-2020,09-12-2020,-28221,,TW,14.0414783563332-C,COMPLETE,COMPLETE,Approved,CSDM
13.2188699216095-D,03-12-2020,?CLOU344@.com,285,S/Paa1-TT,COMPLETE,-285,16-Credit,NALY.219@.com,0.13,21-10-2020,09-12-2020,09-12-2020,09-12-2020,-285,,TW,14.0414783563332-C,COMPLETE,COMPLETE,Approved,CSDM
13.2188701351004-D,03-12-2020,?CLOU344@.com,2071748,S/Paa1-TT,PENDING_APPROVAL,-1638757,12-Rebill,NALY.219@.com,11.75,21-11-2020,17-12-2020,,,,,TW,14.0414783563332-C,NOTIFIED,,Pending Approval,CSDM
13.2188703485912-D,03-12-2020,?IREC349@.com,385462.5,S/Paa1-TT,COMPLETE,-0.01,11-Rebill,PRADE238@.com,1.01,04-12-2019,14-12-2020,15-12-2020,10-12-2020,-385462.5,,US,8.94921914842942-C,COMPLETE,,Approved,Cash Apps
13.218870562082-D,03-12-2020,?CLOU344@.com,385462.5,S/Paa1-TT,COMPLETE,-0.01,11-Rebill,PRADE238@.com,2.99,04-03-2020,11-12-2020,14-12-2020,10-12-2020,-12434.27,,US,8.94921914842942-C,COMPLETE,COMPLETE,Approved,CSDM
13.2188707755727-D,03-12-2020,?SAIR368@.com,126.22,Invoi1-TT,CANCELLED,-126.22,3-Rebill,DINES96@.com,0.01,27-01-2020,03-12-2020,03-12-2020,,,,US,14.3829270689714-C,COMPLETE,#FORCE,Rejected,Collections
13.2188709890633-D,03-12-2020,?OM-C367@.com,56016.4,S/Paa1-TT,NOT_APPROVED,-0.01,14-Rebill,ALEXA17@.com,5.1,16-06-2020,17-12-2020,22-12-2020,,,,GB,14.084163674407-C,COMPLETE,REJECTED,Rejected,GOM CMRB
13.2188712025539-D,03-12-2020,?SAIR368@.com,3965.24,Invoi1-TT,CANCELLED,-3965.24,3-Rebill,DINES96@.com,0.01,15-10-2019,03-12-2020,03-12-2020,,,,US,14.3829270689714-C,COMPLETE,#FORCE,Rejected,Collections
13.2188714160445-D,03-12-2020,?IREC343@.com,22189.2,Invoi1-TT,COMPLETE,-0.01,14-Rebill,DENIS87@.com,0.98,30-08-2020,09-12-2020,10-12-2020,09-12-2020,-22189.2,5547.32,PL,14.3933107169687-C,COMPLETE,COMPLETE,Approved,OKS
13.218871629535-D,03-12-2020,?CLOU344@.com,2411.88,S/Paa1-TT,COMPLETE,-2411.88,8-Credit,AYESH50@.com,0.97,27-08-2020,09-12-2020,10-12-2020,09-12-2020,-2411.88,,US,14.4922552944232-C,COMPLETE,COMPLETE,Approved,CSDM
13.2188718430254-D,03-12-2020,?CLOU344@.com,2411.88,S/Paa1-TT,COMPLETE,-2411.88,8-Credit,AYESH50@.com,0.96,27-10-2020,08-12-2020,09-12-2020,08-12-2020,-2411.88,,US,14.4922552944232-C,COMPLETE,COMPLETE,Approved,CSDM
13.2188720565158-D,03-12-2020,?CLOU344@.com,7178.58,S/Paa1-TT,COMPLETE,-0.01,11-Rebill,PRADE238@.com,2.99,04-12-2019,11-12-2020,14-12-2020,10-12-2020,-7178.58,,US,8.94921914842942-C,COMPLETE,COMPLETE,Approved,CSDM
13.2188722700062-D,03-12-2020,?IREC356@.com,288964.11,Syste1-TT,COMPLETE,-52419.74,16-Credit,MIHAE202@.com,3.72,21-05-2019,04-12-2020,08-12-2020,08-12-2020,-52419.74,,RUH,14.3100962465053-C,COMPLETE,APPROVED,Approved,AR
13.2188724834964-D,03-12-2020,?IREC356@.com,2455012.1,Syste1-TT,COMPLETE,-442797.66,16-Credit,MIHAE202@.com,2.05,27-05-2019,08-12-2020,10-12-2020,09-12-2020,-442797.62,,RUH,14.3100962465053-C,COMPLETE,COMPLETE,Approved,AR
13.2188726969867-D,03-12-2020,?IREC356@.com,2554.2,Syste1-TT,COMPLETE,-2554.2,16-Credit,LUCIA170@.com,0.32,12-08-2020,03-12-2020,04-12-2020,04-12-2020,-2554.2,,FR,14.0655077252522-C,COMPLETE,APPROVED,Approved,AR
13.2188729104769-D,03-12-2020,?OM-C367@.com,27755,Lic C1-TT,PENDING_APPROVAL,-0.01,3-Rebill,JOUD.142@.com,14.74,29-07-2020,14-12-2020,,,,,AA,14.4664076218877-C,NOTIFIED,,Pending Approval,GOM CMRB
13.218873123967-D,03-12-2020,ANDRE34@.com,189348.61,Lic C1-TT,NOT_APPROVED,-0.01,12-Rebill,EDUAR101@.com,0.74,30-09-2020,03-12-2020,04-12-2020,,,,SS,14.0622460577961-C,COMPLETE,REJECTED,Rejected,Collections
13.2188733374571-D,03-12-2020,?IREC356@.com,36826.35,S/Paa1-TT,COMPLETE,-0.01,11-Rebill,OANA.229@.com,1,01-12-2020,09-12-2020,10-12-2020,08-12-2020,-36826.35,,LV,14.5118235967412-C,COMPLETE,COMPLETE,Approved,AR
13.2188735509471-D,03-12-2020,?IREC343@.com,8276.4,Invoi1-TT,COMPLETE,-0.01,3-Rebill,LACRA153@.com,1.08,24-11-2020,08-12-2020,09-12-2020,07-12-2020,-8276.4,8276.4,LV,14.4933365048035-C,COMPLETE,COMPLETE,Approved,OKS
13.2188737644371-D,03-12-2020,?IREC360@.com,8309.27,Invoi1-TT,COMPLETE,-0.01,27-Rebill,JESUS137@.com,0.03,17-11-2020,08-12-2020,08-12-2020,08-12-2020,-8309.27,,PE,14.1741170361347-C,COMPLETE,COMPLETE,Approved,AR
13.218873977927-D,03-12-2020,SIDDH292@.com,1441.01,Invoi1-TT,CANCELLED,-917.32,7-Credit,RAQUE258@.com,0,25-05-2020,03-12-2020,03-12-2020,,,,CA,14.2602727218433-C,COMPLETE,#FORCE,Rejected,Collections
13.2188741914168-D,03-12-2020,SIDDH292@.com,1441.01,Invoi1-TT,CANCELLED,-917.32,11-Rebill,RAQUE258@.com,0,25-05-2020,03-12-2020,03-12-2020,,,,CA,14.2602727218433-C,COMPLETE,#FORCE,Rejected,Collections
13.2188744049066-D,03-12-2020,?OM-C341@.com,20070.17,S/Paa1-TT,COMPLETE,-0.01,11-Rebill,ASHWI46@.com,13.59,25-11-2020,15-12-2020,,11-12-2020,-20070.17,,US,14.0126881607394-C,NOTIFIED,,Approved,GOM CMRB
13.2188746183964-D,03-12-2020,?IREC349@.com,2400,LIC C1-TT,COMPLETE,-2400,13-Credit,BISWA56@.com,0.76,21-09-2020,10-12-2020,11-12-2020,11-12-2020,-2400,,US,14.428635536816-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2188748318861-D,03-12-2020,?IREC360@.com,8862405,Invoi1-TT,COMPLETE,-1,28-Credit,BREND58@.com,0.1,28-11-2020,14-12-2020,14-12-2020,14-12-2020,-1,,CL,14.34918761971-C,COMPLETE,APPROVED,Approved,AR
13.2188750453758-D,03-12-2020,?OKSA350@.com,6007.02,Invoi1-TT,COMPLETE,-6007.02,9-Credit,ABDUL2@.com,3.84,05-11-2020,04-12-2020,08-12-2020,05-12-2020,-6007.02,,US,14.3864062523465-C,COMPLETE,COMPLETE,Approved,OKS
13.2188752588654-D,03-12-2020,?OM-C347@.com,1336792,Syste1-TT,COMPLETE,-1,4-Rebill,BREND58@.com,0,20-11-2020,10-12-2020,10-12-2020,10-12-2020,-1336792,,CL,14.4833234752305-C,COMPLETE,COMPLETE,Approved,GOM CMRB
13.2188754723549-D,03-12-2020,?OM-C347@.com,2780174,Syste1-TT,COMPLETE,-1,4-Rebill,BREND58@.com,0,06-11-2020,10-12-2020,10-12-2020,10-12-2020,-2780174,,CL,14.4833234752305-C,COMPLETE,COMPLETE,Approved,GOM CMRB
13.2188756858444-D,03-12-2020,?OM-C341@.com,456500.02,S/Paa1-TT,NOT_APPROVED,-0.01,2-Rebill,SIDDH292@.com,3.82,17-11-2020,04-12-2020,08-12-2020,,,,CA,14.2806649342106-C,COMPLETE,REJECTED,Rejected,GOM CMRB
13.2188758993339-D,03-12-2020,?IREC351@.com,1018.97,Invoi1-TT,COMPLETE,-0.01,11-Rebill,DEILY86@.com,1.79,18-08-2020,07-12-2020,09-12-2020,07-12-2020,-1018.97,,BR,14.0187603581618-C,COMPLETE,COMPLETE,Approved,OKS
13.2188761128233-D,03-12-2020,?IREC351@.com,2457.73,Inv O1-TT,COMPLETE,-0.01,11-Rebill,DEILY86@.com,1.79,18-08-2020,07-12-2020,09-12-2020,07-12-2020,-2457.73,,BR,14.0187603581618-C,COMPLETE,COMPLETE,Approved,OKS
13.2188763263126-D,03-12-2020,?ANAN369@.com,10790.89,Invoi1-TT,NOT_APPROVED,-3280.16,9-Credit,GEORG119@.com,3,05-06-2020,09-12-2020,12-12-2020,,,,US,14.3825995351507-C,COMPLETE,#TIMEOUT,Rejected,Collections
13.2188765398019-D,03-12-2020,?IREC348@.com,60.09,Invoi1-TT,COMPLETE,-0.01,14-Rebill,ROMAR268@.com,1.75,08-05-2020,14-12-2020,16-12-2020,14-12-2020,-60.09,,US,8.84534379665457-C,COMPLETE,COMPLETE,Approved,AR
13.2188767532911-D,03-12-2020,?IREC348@.com,2285.99,S/Paa1-TT,COMPLETE,0,16-Credit,RANGA256@.com,0.8,27-08-2020,07-12-2020,08-12-2020,07-12-2020,0,,CA,14.1957112116669-C,COMPLETE,COMPLETE,Approved,AR
13.2188769667803-D,03-12-2020,?CLOU344@.com,11812.53,S/Paa1-TT,COMPLETE,-11812.53,16-Credit,RASHM260@.com,1,02-11-2020,15-12-2020,16-12-2020,15-12-2020,-11812.53,,US,10.9067437179131-C,COMPLETE,COMPLETE,Approved,CSDM
13.2188771802694-D,03-12-2020,?CLOU344@.com,17337.55,S/Paa1-TT,COMPLETE,-17337.55,16-Credit,RASHM260@.com,0.69,01-12-2020,14-12-2020,15-12-2020,14-12-2020,-17337.55,,US,10.9067437179131-C,COMPLETE,COMPLETE,Approved,CSDM
13.2188773937585-D,03-12-2020,?IREC351@.com,149689.39,Invoi1-TT,COMPLETE,0,11-Rebill,RANGA256@.com,4.07,10-06-2020,10-12-2020,14-12-2020,08-12-2020,-149689.39,169149.17,CA,14.4163693627285-C,COMPLETE,COMPLETE,Approved,OKS
13.2188776072476-D,03-12-2020,?IREC351@.com,21847.8,B-Inv1-TT,COMPLETE,-0.01,4-Rebill,STEPH300@.com,3.91,07-10-2020,04-12-2020,08-12-2020,04-12-2020,-21847.8,,CO,14.4072382848837-C,COMPLETE,COMPLETE,Approved,OKS
13.2188778207365-D,03-12-2020,?IREC351@.com,1470.53,C-Inv1-TT,COMPLETE,-0.01,4-Rebill,STEPH300@.com,2.04,07-10-2020,07-12-2020,09-12-2020,07-12-2020,-1470.53,,CO,14.4220434640606-C,COMPLETE,COMPLETE,Approved,OKS
