Dispute no,Creation Date,Assigned User,Invoice Amount,Trx Type,Dispute Status,Dispute Amount,Reason Code,Requester,Days Pending,Inv Creation Date,Notified Date,Approval Date,Credit Memo Creation Date,Credit Memo Amount,New Invoice Amount,Country,Customer Number,Activity Status,Activity Result,Updated Activity Result,Recipient Team - Broad Level
13.2234606322516-D,24-12-2020,?IREC356@.com,714.84,S/Paa1-TT,APPROVED_PEND_COMP,-714.84,16-Credit,OANA.229@.com,0.65,01-11-2020,28-12-2020,,,,,LV,14.0743020242044-C,NOTIFIED,,Pending Approval,AR
13.2234608446171-D,24-12-2020,?IREC343@.com,99150.41,Invoi1-TT,COMPLETE,-0.01,4-Rebill,JOUD.142@.com,0.77,07-12-2019,28-12-2020,,28-12-2020,-99150.41,,ZA,14.4519126754085-C,NOTIFIED,,Approved,OKS
13.2234610569825-D,24-12-2020,?IREC352@.com,37917.43,Invoi1-TT,PENDING_APPROVAL,-0.01,3-Rebill,SUJAT303@.com,4.02,24-10-2020,25-12-2020,,,,,IN,14.030396245028-C,NOTIFIED,,Pending Approval,OKS
13.2234612693479-D,24-12-2020,?IREC352@.com,221811.11,Invoi1-TT,PENDING_APPROVAL,-0.01,3-Rebill,SUJAT303@.com,4.02,16-10-2020,25-12-2020,,,,,IN,14.030396245028-C,NOTIFIED,,Pending Approval,OKS
13.2234614817133-D,24-12-2020,?IREC352@.com,75039.73,Invoi1-TT,PENDING_APPROVAL,-0.01,3-Rebill,SUJAT303@.com,4.02,16-10-2020,25-12-2020,,,,,IN,14.030396245028-C,NOTIFIED,,Pending Approval,OKS
13.2234616940785-D,24-12-2020,?IREC352@.com,421594.43,Invoi1-TT,PENDING_APPROVAL,-0.01,3-Rebill,SUJAT303@.com,4.02,16-10-2020,25-12-2020,,,,,IN,14.030396245028-C,NOTIFIED,,Pending Approval,OKS
13.2234619064438-D,24-12-2020,SUJAT303@.com,421594.43,Invoi1-TT,CANCELLED,-0.01,3-Rebill,SUJAT303@.com,0.01,16-10-2020,24-12-2020,24-12-2020,,,,IN,14.030396245028-C,COMPLETE,#FORCE,Rejected,Collections
13.2234621188089-D,24-12-2020,ALINA20@.com,53248.19,Invoi1-TT,PENDING_APPROVAL,-0.01,4-Rebill,ALEXA12@.com,1.84,11-12-2020,27-12-2020,,,,,DE,14.0639184892927-C,NOTIFIED,,Pending Approval,Collections
13.2234623311741-D,24-12-2020,?SHEE418@.com,1198.1,920Co1-TT,PENDING_APPROVAL,-1198.1,17-Credit,SHAIK284@.com,1.81,28-01-2020,27-12-2020,,,,,US,14.4823406386447-C,NOTIFIED,,Pending Approval,Collections
13.2234625435391-D,24-12-2020,?BOGD423@.com,8218.46,Invoi1-TT,PENDING_APPROVAL,-8218.46,9-Credit,RAZVA263@.com,1.81,04-12-2020,27-12-2020,,,,,IE,14.3923759228414-C,NOTIFIED,,Pending Approval,Collections
13.2234627559042-D,24-12-2020,?BOGD423@.com,942.38,Invoi1-TT,PENDING_APPROVAL,-942.38,9-Credit,RAZVA263@.com,1.8,04-12-2020,27-12-2020,,,,,IE,14.392376143991-C,NOTIFIED,,Pending Approval,Collections
13.2234629682691-D,24-12-2020,DIANA93@.com,248.38,Invoi1-TT,PENDING_APPROVAL,-248.38,21-Rebill,DIANA93@.com,1.79,25-10-2020,27-12-2020,,,,,IT,14.3936234165739-C,NOTIFIED,,Pending Approval,Collections
13.223463180634-D,24-12-2020,?BOGD423@.com,10965.42,S/Paa1-TT,PENDING_APPROVAL,-10965.42,9-Credit,RAZVA263@.com,1.77,18-11-2020,27-12-2020,,,,,IE,14.2451699073103-C,NOTIFIED,,Pending Approval,Collections
13.2234633929989-D,24-12-2020,?IREC356@.com,10527,Sup C1-TT,APPROVED_PEND_COMP,-10527,4-Rebill,LACRA153@.com,0.65,17-07-2020,28-12-2020,,,,,LV,14.2804488040364-C,NOTIFIED,,Pending Approval,AR
13.2234636053637-D,24-12-2020,?IREC356@.com,10527,Sup C1-TT,APPROVED_PEND_COMP,-10527,4-Rebill,LACRA153@.com,0.65,26-12-2019,28-12-2020,,,,,LV,14.2804488040364-C,NOTIFIED,,Pending Approval,AR
13.2234638177285-D,24-12-2020,?IREC360@.com,8248.14,Inv O1-TT,COMPLETE,-644.42,28-Credit,EDUAR102@.com,3.93,20-01-2017,24-12-2020,28-12-2020,28-12-2020,-644.42,,BR,14.1016351624591-C,COMPLETE,APPROVED,Approved,AR
13.2234640300932-D,24-12-2020,?MOHA390@.com,28007.76,Invoi1-TT,NOT_APPROVED,-28007.76,19-Rebill,PRADE238@.com,0.07,25-09-2020,24-12-2020,24-12-2020,,,,US,14.372093620632-C,COMPLETE,REJECTED,Rejected,Collections
13.2234642424578-D,24-12-2020,?IREC351@.com,46.65,Inv O1-TT,PENDING_APPROVAL,-0.01,11-Rebill,AMANI22@.com,4.58,10-12-2020,24-12-2020,,,,,BR,14.0180741131312-C,NOTIFIED,,Pending Approval,OKS
13.2234644548224-D,24-12-2020,?IREC351@.com,19.37,Invoi1-TT,PENDING_APPROVAL,-0.01,11-Rebill,AMANI22@.com,4.58,10-12-2020,24-12-2020,,,,,BR,14.0180741131312-C,NOTIFIED,,Pending Approval,OKS
13.223464667187-D,24-12-2020,?IREC351@.com,1261.31,Inv O1-TT,PENDING_APPROVAL,-0.01,11-Rebill,AMANI22@.com,4.58,14-12-2020,24-12-2020,,,,,BR,14.0180741131312-C,NOTIFIED,,Pending Approval,OKS
13.2234648795515-D,24-12-2020,?IREC351@.com,267.34,Invoi1-TT,COMPLETE,-0.01,4-Rebill,PRYCI246@.com,0.5,15-12-2020,28-12-2020,,28-12-2020,-267.34,,PE,14.4935495050252-C,NOTIFIED,,Approved,OKS
13.2234650919159-D,24-12-2020,?OM-C347@.com,1621436.5,Syste1-TT,PENDING_APPROVAL,-0.01,4-Rebill,PRYCI246@.com,4.6,10-12-2020,24-12-2020,,,,,PE,14.0196306075369-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2234653042803-D,24-12-2020,ANUSH41@.com,61962.33,S/Paa1-TT,PENDING_APPROVAL,-61962.33,8-Credit,AYESH50@.com,1.6,27-11-2020,27-12-2020,,,,,US,11.2855995143522-C,NOTIFIED,,Pending Approval,Collections
13.2234655166447-D,24-12-2020,?IREC360@.com,10203.87,S/Paa1-TT,PENDING_APPROVAL,-0.01,4-Rebill,PRYCI246@.com,4.6,01-12-2020,24-12-2020,,,,,PE,14.1690477469594-C,NOTIFIED,,Pending Approval,AR
13.223465729009-D,24-12-2020,ANUSH41@.com,61962.33,S/Paa1-TT,PENDING_APPROVAL,-61962.33,8-Credit,AYESH50@.com,1.6,27-08-2020,27-12-2020,,,,,US,11.2855995143522-C,NOTIFIED,,Pending Approval,Collections
13.2234659413732-D,24-12-2020,?IREC351@.com,2417408,Invoi1-TT,PENDING_APPROVAL,-1,4-Rebill,BREND58@.com,0.81,24-11-2020,28-12-2020,,,,,CL,14.0193975616886-C,NOTIFIED,,Pending Approval,OKS
13.2234661537374-D,24-12-2020,?ANAN369@.com,2143.97,Invoi1-TT,PENDING_APPROVAL,-2143.97,9-Credit,ABDUL2@.com,1.5,13-05-2020,27-12-2020,,,,,US,14.3818669307803-C,NOTIFIED,,Pending Approval,Collections
13.2234663661015-D,24-12-2020,?OKSA350@.com,2054.73,Invoi1-TT,COMPLETE,-2054.73,9-Credit,ABDUL2@.com,0.78,20-03-2020,28-12-2020,,28-12-2020,-2054.73,,US,14.4783521137528-C,NOTIFIED,,Approved,OKS
13.2234665784656-D,24-12-2020,?OKSA350@.com,1707.79,Invoi1-TT,COMPLETE,-1707.79,9-Credit,ABDUL2@.com,0.53,24-05-2020,28-12-2020,,28-12-2020,-1707.79,,US,14.3881551601329-C,NOTIFIED,,Approved,OKS
13.2234667908297-D,24-12-2020,?OKSA350@.com,1531.28,Invoi1-TT,COMPLETE,-1531.28,9-Credit,ABDUL2@.com,0.77,13-08-2020,28-12-2020,,28-12-2020,-1531.28,,US,14.487143359138-C,NOTIFIED,,Approved,OKS
13.2234670031936-D,24-12-2020,?OKSA350@.com,1457.2,Invoi1-TT,COMPLETE,-1457.2,9-Credit,ABDUL2@.com,0.7,07-05-2020,28-12-2020,,28-12-2020,-1457.2,,US,14.3831536261754-C,NOTIFIED,,Approved,OKS
13.2234672155576-D,24-12-2020,?OKSA350@.com,1385.46,Invoi1-TT,PENDING_APPROVAL,-1385.46,9-Credit,ABDUL2@.com,1.18,16-12-2019,27-12-2020,,,,,US,14.4359432660781-C,NOTIFIED,,Pending Approval,OKS
13.2234674279215-D,24-12-2020,?ANAN369@.com,1294.17,Invoi1-TT,PENDING_APPROVAL,-1294.17,9-Credit,ABDUL2@.com,0.81,28-05-2020,28-12-2020,,,,,US,14.3822926850926-C,NOTIFIED,,Pending Approval,Collections
13.2234676402853-D,24-12-2020,?OM-C341@.com,244068.82,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,VINAY324@.com,1.1,09-09-2020,27-12-2020,,,,,IN,14.4308855754449-C,NOTIFIED,,Pending Approval,GOM CMRB
13.223467852649-D,24-12-2020,?OM-C341@.com,80185.77,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,VINAY324@.com,1.1,09-12-2020,27-12-2020,,,,,IN,14.4308855754449-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2234680650128-D,24-12-2020,?OM-C341@.com,237180,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,VINAY324@.com,1.1,09-09-2020,27-12-2020,,,,,IN,14.4308855754449-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2234682773764-D,24-12-2020,?OM-C341@.com,237180,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,VINAY324@.com,1.1,09-12-2020,27-12-2020,,,,,IN,14.4308855754449-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2234684897401-D,24-12-2020,?CLOU344@.com,1773701,S/Paa1-TT,COMPLETE,-1773701,30-Credit,ZHIME339@.com,0.29,02-10-2020,28-12-2020,,28-12-2020,-1773701,,JP,14.1040119005269-C,NOTIFIED,,Approved,CSDM
13.2234687021036-D,25-12-2020,?IREC383@.com,826.14,S/Paa1-TT,COMPLETE,-51.83,16-Credit,ZIXIA340@.com,1.03,10-11-2020,27-12-2020,28-12-2020,28-12-2020,-51.84,,CN,14.129575032308-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2234689144671-D,25-12-2020,?IREC348@.com,13470.74,Invoi1-TT,PENDING_APPROVAL,-0.01,14-Rebill,LIKHI163@.com,3.87,04-03-2020,25-12-2020,,,,,CA,14.4626228325016-C,NOTIFIED,,Pending Approval,AR
13.2234691268306-D,25-12-2020,?IREC348@.com,86313.96,Invoi1-TT,PENDING_APPROVAL,-0.01,14-Rebill,LIKHI163@.com,3.87,20-02-2020,25-12-2020,,,,,CA,14.4626228325016-C,NOTIFIED,,Pending Approval,AR
13.2238266732564-D,20-12-2020,?IREC352@.com,8410.67,Invoi1-TT,PENDING_APPROVAL,-0.01,2-Rebill,RANJI257@.com,5.41,23-11-2020,23-12-2020,,,,,NZ,14.2247878708241-C,NOTIFIED,,Pending Approval,OKS
13.2238268855325-D,20-12-2020,?OM-C341@.com,281548,S/Paa1-TT,COMPLETE,-1,3-Rebill,MONIC215@.com,4.85,01-11-2020,24-12-2020,,23-12-2020,-281548,,KR,14.2745227731295-C,NOTIFIED,,Approved,GOM CMRB
13.2238270978084-D,20-12-2020,?IREC343@.com,16437713.5,Invoi1-TT,COMPLETE,0,3-Rebill,ROXAN273@.com,0,09-12-2020,24-12-2020,24-12-2020,23-12-2020,-16437713.5,16437713.5,KE,14.4071974674866-C,COMPLETE,COMPLETE,Approved,OKS
13.2238273100843-D,21-12-2020,?IREC343@.com,16870.79,Invoi1-TT,COMPLETE,-16870.79,9-Credit,CODRI73@.com,0.74,30-10-2020,23-12-2020,24-12-2020,23-12-2020,-16870.79,,FR,14.2171779403031-C,COMPLETE,COMPLETE,Approved,OKS
13.2238275223602-D,21-12-2020,?IREC352@.com,142795596,Invoi1-TT,PENDING_APPROVAL,-1,4-Rebill,ROSIE272@.com,8.02,30-11-2020,21-12-2020,,,,,KR,13.0369249590266-C,NOTIFIED,,Pending Approval,OKS
13.223827734636-D,21-12-2020,?IREC358@.com,10745.64,S/Paa1-TT,PENDING_APPROVAL,-7521.95,30-Credit,ANDRE32@.com,4.91,02-09-2020,24-12-2020,,,,,LT,14.4928440125082-C,NOTIFIED,,Pending Approval,Cash Apps
13.2238279469117-D,21-12-2020,?IREC343@.com,11918.79,Invoi1-TT,COMPLETE,-11918.79,9-Credit,ANA.M27@.com,0.78,04-12-2020,28-12-2020,,28-12-2020,-11918.79,,DE,14.3927291929099-C,NOTIFIED,,Approved,OKS
13.2238281591874-D,21-12-2020,?IREC343@.com,6749.74,Invoi1-TT,COMPLETE,-0.01,4-Rebill,ANDRE30@.com,0.89,10-12-2020,28-12-2020,,23-12-2020,-6749.74,,IT,14.2568621928508-C,NOTIFIED,,Approved,OKS
13.2238283714631-D,21-12-2020,?IREC352@.com,4790.65,Invoi1-TT,COMPLETE,-0.01,14-Rebill,SUMIT304@.com,0.91,15-06-2020,28-12-2020,,28-12-2020,-4790.65,,SG,14.3010577180816-C,NOTIFIED,,Approved,OKS
13.2238285837387-D,21-12-2020,?IREC343@.com,78531.69,Invoi1-TT,PENDING_APPROVAL,-0.01,3-Rebill,KARIM147@.com,6.91,01-12-2020,22-12-2020,,,,,AE,14.2969823966409-C,NOTIFIED,,Pending Approval,OKS
13.2238287960142-D,21-12-2020,?IREC356@.com,26840,Sup C1-TT,COMPLETE,-26840,13-Credit,ANDRE30@.com,3.91,15-12-2020,24-12-2020,28-12-2020,24-12-2020,-26840,,IT,14.0930842061229-C,COMPLETE,COMPLETE,Approved,AR
13.2238290082897-D,21-12-2020,?IREC358@.com,797797.87,Invoi1-TT,COMPLETE,-432.04,7-Credit,TIFFA315@.com,0.01,24-05-2018,23-12-2020,23-12-2020,23-12-2020,-431.78,,GB,14.30449881811-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2238292205651-D,21-12-2020,?IREC383@.com,745.02,Syste1-TT,PENDING_APPROVAL,-661.39,18-Credit,MAHAT173@.com,5.11,19-11-2020,23-12-2020,,,,,AU,14.4075562796563-C,NOTIFIED,,Pending Approval,Cash Apps
13.2238294328405-D,21-12-2020,?CLOU344@.com,44.78,S/Paa1-TT,COMPLETE,-44.78,10-Credit,MIHAE202@.com,0.13,01-11-2020,24-12-2020,24-12-2020,23-12-2020,-44.78,,UAL,14.4390962303976-C,COMPLETE,COMPLETE,Approved,CSDM
13.2238296451159-D,21-12-2020,?CLOU344@.com,138.23,S/Paa1-TT,COMPLETE,-138.23,10-Credit,MIHAE202@.com,0.13,05-10-2020,24-12-2020,24-12-2020,23-12-2020,-138.23,,UAL,14.4390962303976-C,COMPLETE,COMPLETE,Approved,CSDM
13.2238298573912-D,21-12-2020,?OMAP372@.com,2674.99,Invoi1-TT,PENDING_APPROVAL,-0.01,3-Rebill,SUDEE301@.com,7.6,09-09-2020,21-12-2020,,,,,US,14.4783246711267-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2238300696664-D,21-12-2020,?OPAP361@.com,12583.18,920Co1-TT,PENDING_APPROVAL,-1676.84,21-Rebill,NOORA228@.com,0.49,03-08-2020,28-12-2020,,,,,US,14.2463830033996-C,NOTIFIED,,Pending Approval,Project Accounting
13.2238302819416-D,21-12-2020,?IREC348@.com,31489.31,Syste1-TT,COMPLETE,-171.69,28-Credit,MALIK176@.com,0.68,15-10-2020,21-12-2020,22-12-2020,22-12-2020,-171.7,,US,14.2846899411152-C,COMPLETE,APPROVED,Approved,AR
13.2238304942167-D,21-12-2020,?IREC343@.com,251.41,Invoi1-TT,COMPLETE,-0.01,4-Rebill,DENIS87@.com,0.03,07-01-2020,27-12-2020,28-12-2020,24-12-2020,-251.41,-251.41,PL,13.0425027035396-C,COMPLETE,COMPLETE,Approved,OKS
13.2238307064918-D,21-12-2020,?IREC343@.com,261.49,Invoi1-TT,PENDING_APPROVAL,-0.01,4-Rebill,DENIS87@.com,6.82,07-04-2020,22-12-2020,,,,,PL,13.0425027035396-C,NOTIFIED,,Pending Approval,OKS
13.2238309187668-D,21-12-2020,?IREC343@.com,261.49,Invoi1-TT,PENDING_APPROVAL,-0.01,4-Rebill,DENIS87@.com,6.82,07-07-2020,22-12-2020,,,,,PL,13.0425027035396-C,NOTIFIED,,Pending Approval,OKS
13.2238311310418-D,21-12-2020,?IREC343@.com,261.49,Invoi1-TT,PENDING_APPROVAL,-0.01,4-Rebill,DENIS87@.com,6.82,08-10-2020,22-12-2020,,,,,PL,13.0425027035396-C,NOTIFIED,,Pending Approval,OKS
13.2238313433167-D,21-12-2020,?IREC362@.com,144667.15,Edu C1-TT,COMPLETE,-0.01,1-Rebill,LAURA159@.com,0.07,09-11-2020,28-12-2020,28-12-2020,28-12-2020,-144667.15,,RO,14.4847108936797-C,COMPLETE,COMPLETE,Approved,Education
13.2238315555916-D,21-12-2020,?OKSA350@.com,33522.55,Invoi1-TT,COMPLETE,-0.01,3-Rebill,ESTHE111@.com,3.94,15-07-2020,24-12-2020,28-12-2020,23-12-2020,-33522.55,134090.2,US,14.3805785506683-C,COMPLETE,COMPLETE,Approved,OKS
13.2238317678664-D,21-12-2020,MARIA186@.com,8757.27,S/Paa1-TT,NOT_APPROVED,-0.01,4-Rebill,DENIS87@.com,1.66,28-07-2020,21-12-2020,22-12-2020,,,,AE,14.4611446913163-C,COMPLETE,REJECTED,Rejected,Collections
13.2238319801411-D,21-12-2020,?IREC356@.com,268.4,Edu C1-TT,PENDING_APPROVAL,-0.01,4-Rebill,SIMON293@.com,7.08,26-11-2020,21-12-2020,,,,,IT,14.4886335740553-C,NOTIFIED,,Pending Approval,AR
13.2238321924159-D,21-12-2020,?OKSA350@.com,1091.16,Invoi1-TT,COMPLETE,-1091.16,10-Credit,PATRI233@.com,5.51,31-08-2020,23-12-2020,,23-12-2020,-1091.16,,US,14.4668043018878-C,NOTIFIED,,Approved,OKS
13.2238324046905-D,21-12-2020,?OKSA350@.com,1198.59,Invoi1-TT,COMPLETE,-1198.59,10-Credit,PATRI233@.com,1,16-09-2020,22-12-2020,23-12-2020,22-12-2020,-1198.59,,US,14.4668043018878-C,COMPLETE,COMPLETE,Approved,OKS
13.2238326169651-D,21-12-2020,?OKSA350@.com,2007.68,Invoi1-TT,COMPLETE,-2007.68,10-Credit,PATRI233@.com,1,25-09-2020,22-12-2020,23-12-2020,22-12-2020,-2007.68,,US,14.4668043018878-C,COMPLETE,COMPLETE,Approved,OKS
13.2238328292397-D,21-12-2020,?OM-C341@.com,13456.9,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,DEILY86@.com,7.69,28-08-2020,21-12-2020,,,,,BR,14.4714886065241-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2238330415142-D,21-12-2020,?OM-C341@.com,13456.9,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,DEILY86@.com,7.69,28-05-2020,21-12-2020,,,,,BR,14.4714886065241-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2238332537886-D,21-12-2020,?CLOU344@.com,261.95,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,DEILY86@.com,7.69,07-10-2020,21-12-2020,,,,,BR,14.4714886065241-C,NOTIFIED,,Pending Approval,CSDM
13.2238334660631-D,21-12-2020,?CLOU344@.com,0.02,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,DEILY86@.com,7.69,06-06-2019,21-12-2020,,,,,BR,14.4714886065241-C,NOTIFIED,,Pending Approval,CSDM
13.2238336783374-D,21-12-2020,?OM-C341@.com,12983.08,S/Paa1-TT,COMPLETE,-0.01,11-Rebill,DEILY86@.com,4.8,17-06-2019,24-12-2020,,,,,BR,14.4714886065241-C,NOTIFIED,,Approved,GOM CMRB
13.2238338906117-D,21-12-2020,?OM-C341@.com,12333.93,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,DEILY86@.com,7.69,28-08-2019,21-12-2020,,,,,BR,14.4714886065241-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2238341028859-D,21-12-2020,?OM-C341@.com,13927.69,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,DEILY86@.com,7.69,28-11-2019,21-12-2020,,,,,BR,14.4714886065241-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2238343151601-D,21-12-2020,?OM-C341@.com,13456.9,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,DEILY86@.com,7.69,28-02-2020,21-12-2020,,,,,BR,14.4714886065241-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2238345274343-D,21-12-2020,?CLOU344@.com,207.03,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,DEILY86@.com,7.69,04-09-2020,21-12-2020,,,,,BR,14.4714886065241-C,NOTIFIED,,Pending Approval,CSDM
13.2238347397084-D,21-12-2020,?CLOU344@.com,95.11,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,DEILY86@.com,7.69,05-11-2020,21-12-2020,,,,,BR,14.4714886065241-C,NOTIFIED,,Pending Approval,CSDM
13.2238349519824-D,21-12-2020,?CLOU344@.com,29.57,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,DEILY86@.com,7.69,04-12-2020,21-12-2020,,,,,BR,14.4714886065241-C,NOTIFIED,,Pending Approval,CSDM
13.2238351642564-D,21-12-2020,?IREC357@.com,976,Proje1-TT,COMPLETE,-0.01,4-Rebill,ANDRE30@.com,0.4,27-10-2020,23-12-2020,24-12-2020,22-12-2020,-976,,IT,14.0845333432872-C,COMPLETE,COMPLETE,Approved,Project Accounting
13.2238353765303-D,21-12-2020,?OKSA350@.com,3521.99,Invoi1-TT,PENDING_APPROVAL,-3521.99,9-Credit,HARSH125@.com,0.84,29-06-2020,28-12-2020,,,,,US,14.382763680867-C,NOTIFIED,,Pending Approval,OKS
13.2238355888042-D,21-12-2020,?IREC357@.com,29280,Proje1-TT,COMPLETE,-5000,28-Credit,DANIE84@.com,1.45,30-10-2020,27-12-2020,,28-12-2020,-6100,,IT,14.0848785932919-C,NOTIFIED,,Approved,Project Accounting
13.2238358010781-D,21-12-2020,?OKSA350@.com,107.92,Invoi1-TT,COMPLETE,-107.92,10-Credit,ABDUL2@.com,0.79,05-12-2019,28-12-2020,,28-12-2020,-107.92,,US,14.441016583413-C,NOTIFIED,,Approved,OKS
13.2238360133518-D,21-12-2020,?OKSA350@.com,4676.49,Invoi1-TT,COMPLETE,-4676.49,9-Credit,ABDUL2@.com,0.69,15-01-2020,28-12-2020,,28-12-2020,-4676.49,,US,14.3825876814662-C,NOTIFIED,,Approved,OKS
13.2238362256256-D,21-12-2020,?ANIS378@.com,299250.73,Invoi1-TT,PENDING_APPROVAL,-269461.45,7-Credit,PRIYA245@.com,1.57,20-07-2020,27-12-2020,,,,,US,11.7564045524596-C,NOTIFIED,,Pending Approval,Collections
13.2238364378992-D,21-12-2020,?IREC349@.com,13300.8,Invoi1-TT,COMPLETE,-300.36,28-Credit,ABANT1@.com,0.99,10-09-2019,22-12-2020,23-12-2020,23-12-2020,-300.36,,US,14.2041711634725-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2238366501729-D,21-12-2020,?IREC349@.com,13300.8,Invoi1-TT,COMPLETE,-300.36,28-Credit,ABANT1@.com,0.96,10-09-2019,22-12-2020,23-12-2020,23-12-2020,-300.36,,US,14.2041711634725-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2238368624464-D,21-12-2020,?IREC349@.com,13300.8,Invoi1-TT,COMPLETE,-300.36,28-Credit,ABANT1@.com,0.91,10-09-2019,22-12-2020,23-12-2020,23-12-2020,-300.36,,US,14.2041711634725-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.22383707472-D,21-12-2020,?OKSA350@.com,5781.23,Invoi1-TT,COMPLETE,-5781.23,9-Credit,ABDUL2@.com,0.69,23-08-2020,28-12-2020,,28-12-2020,-5781.23,,US,14.3820703789809-C,NOTIFIED,,Approved,OKS
13.2238372869934-D,21-12-2020,?KAVI410@.com,281.42,S/Paa1-TT,PENDING_APPROVAL,-281.42,9-Credit,ABHIJ3@.com,2.51,04-12-2020,26-12-2020,,,,,US,14.4684885409259-C,NOTIFIED,,Pending Approval,Collections
13.2238374992668-D,21-12-2020,?OKSA350@.com,4144.97,Invoi1-TT,COMPLETE,-4144.97,9-Credit,HARSH125@.com,0.78,11-07-2020,28-12-2020,,28-12-2020,-4144.97,,US,14.3810528851609-C,NOTIFIED,,Approved,OKS
13.2238377115402-D,21-12-2020,?CLOU344@.com,1607618,S/Paa1-TT,COMPLETE,-1607618,30-Credit,MICHE199@.com,0.42,08-12-2020,23-12-2020,24-12-2020,23-12-2020,-1607618,,TW,13.0339262236258-C,COMPLETE,COMPLETE,Approved,CSDM
13.2238379238135-D,21-12-2020,?IREC352@.com,17984.35,Invoi1-TT,COMPLETE,-17984.35,9-Credit,PRATH239@.com,1.66,07-11-2019,22-12-2020,24-12-2020,23-12-2020,-17984.35,,SG,11.7880768930074-C,COMPLETE,COMPLETE,Approved,OKS
13.2238381360868-D,21-12-2020,?IREC352@.com,18703.72,Invoi1-TT,COMPLETE,-18703.72,9-Credit,PRATH239@.com,1.66,05-11-2020,22-12-2020,24-12-2020,23-12-2020,-18703.72,,SG,11.7880768930074-C,COMPLETE,COMPLETE,Approved,OKS
13.22383834836-D,21-12-2020,?IREC353@.com,9298.3,Proje1-TT,COMPLETE,-9298.3,17-Credit,VANDA323@.com,0.07,23-11-2020,23-12-2020,23-12-2020,24-12-2020,-9298.3,,TH,14.403471975216-C,COMPLETE,COMPLETE,Approved,Project Accounting
13.2238385606331-D,22-12-2020,?LUIZ413@.com,41109.12,Lic C1-TT,NOT_APPROVED,-41109.12,16-Credit,LAURA158@.com,1.09,28-09-2020,22-12-2020,23-12-2020,,,,IT,14.2159475153957-C,COMPLETE,REJECTED,Rejected,Collections
13.2238387729063-D,22-12-2020,?IREC356@.com,4904.85,Invoi1-TT,COMPLETE,-4904.85,13-Credit,IRINA130@.com,4.24,26-10-2020,24-12-2020,28-12-2020,24-12-2020,-4904.85,,IT,14.4630840355563-C,COMPLETE,COMPLETE,Approved,AR
13.2238389851793-D,22-12-2020,?IREC356@.com,2775197.58,Lic C1-TT,PENDING_APPROVAL,-2775197.58,23-Rebill,ROZAL275@.com,0.03,18-11-2020,29-12-2020,,,,,TR,13.0407865164628-C,NOTIFIED,,Pending Approval,AR
13.2238391974523-D,22-12-2020,?OM-C341@.com,259834.76,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,CORIN75@.com,7.01,30-11-2020,22-12-2020,,,,,GB,14.4696571363157-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2238394097253-D,22-12-2020,?IREC356@.com,16250.58,Invoi1-TT,COMPLETE,-16250.58,13-Credit,IRINA130@.com,4.24,26-10-2020,24-12-2020,28-12-2020,24-12-2020,-16250.58,,IT,14.4542382486301-C,COMPLETE,COMPLETE,Approved,AR
13.2238396219982-D,22-12-2020,?IREC353@.com,40507262,Proje1-TT,PENDING_APPROVAL,-314288,17-Credit,JOCEL140@.com,7,19-08-2020,22-12-2020,,,,,KR,13.0395174221269-C,NOTIFIED,,Pending Approval,Project Accounting
13.223839834271-D,22-12-2020,NALY.219@.com,16596,S/Paa1-TT,CANCELLED,-16596,10-Credit,MICHE199@.com,0,15-07-2020,22-12-2020,22-12-2020,,,,TW,14.459821761137-C,COMPLETE,#FORCE,Rejected,Collections
